Time(s)       Stress(out)        Total_Strain(in)       Visco-elastic_Strain    Visco-plastic_Strain 
 5.78500E+00  1.92125E-01  2.63810E-02  2.43133E-02  2.06767E-03 
 5.79000E+00  1.90579E-01  2.60980E-02  2.40303E-02  2.06768E-03 
 5.79500E+00  1.89043E-01  2.58160E-02  2.37483E-02  2.06769E-03 
 5.80000E+00  1.87516E-01  2.55350E-02  2.34673E-02  2.06769E-03 
 5.80500E+00  1.85998E-01  2.52550E-02  2.31873E-02  2.06770E-03 
 5.81000E+00  1.84499E-01  2.49780E-02  2.29103E-02  2.06771E-03 
 5.81500E+00  1.83014E-01  2.47030E-02  2.26353E-02  2.06772E-03 
 5.82000E+00  1.81541E-01  2.44300E-02  2.23623E-02  2.06773E-03 
 5.82500E+00  1.80092E-01  2.41610E-02  2.20933E-02  2.06774E-03 
 5.83000E+00  1.78661E-01  2.38950E-02  2.18273E-02  2.06775E-03 
 5.83500E+00  1.77252E-01  2.36330E-02  2.15652E-02  2.06776E-03 
 5.84000E+00  1.75859E-01  2.33740E-02  2.13062E-02  2.06777E-03 
 5.84500E+00  1.74500E-01  2.31210E-02  2.10532E-02  2.06777E-03 
 5.85000E+00  1.73156E-01  2.28710E-02  2.08032E-02  2.06778E-03 
 5.85500E+00  1.71844E-01  2.26270E-02  2.05592E-02  2.06779E-03 
 5.86000E+00  1.70559E-01  2.23880E-02  2.03202E-02  2.06780E-03 
 5.86500E+00  1.69305E-01  2.21550E-02  2.00872E-02  2.06781E-03 
 5.87000E+00  1.68076E-01  2.19270E-02  1.98592E-02  2.06782E-03 
 5.87500E+00  1.66885E-01  2.17060E-02  1.96382E-02  2.06783E-03 
 5.88000E+00  1.65724E-01  2.14910E-02  1.94232E-02  2.06784E-03 
 5.88500E+00  1.64594E-01  2.12820E-02  1.92142E-02  2.06785E-03 
 5.89000E+00  1.63500E-01  2.10800E-02  1.90121E-02  2.06786E-03 
 5.89500E+00  1.62442E-01  2.08850E-02  1.88171E-02  2.06787E-03 
 5.90000E+00  1.61421E-01  2.06970E-02  1.86291E-02  2.06788E-03 
 5.90500E+00  1.60441E-01  2.05170E-02  1.84491E-02  2.06789E-03 
 5.91000E+00  1.59497E-01  2.03440E-02  1.82761E-02  2.06790E-03 
 5.91500E+00  1.58595E-01  2.01790E-02  1.81111E-02  2.06791E-03 
 5.92000E+00  1.57735E-01  2.00220E-02  1.79541E-02  2.06792E-03 
 5.92500E+00  1.56911E-01  1.98720E-02  1.78041E-02  2.06793E-03 
 5.93000E+00  1.56130E-01  1.97300E-02  1.76621E-02  2.06794E-03 
 5.93500E+00  1.55397E-01  1.95970E-02  1.75291E-02  2.06795E-03 
 5.94000E+00  1.54707E-01  1.94720E-02  1.74040E-02  2.06796E-03 
 5.94500E+00  1.54059E-01  1.93550E-02  1.72870E-02  2.06797E-03 
 5.95000E+00  1.53460E-01  1.92470E-02  1.71790E-02  2.06798E-03 
 5.95500E+00  1.52904E-01  1.91470E-02  1.70790E-02  2.06799E-03 
 5.96000E+00  1.52392E-01  1.90550E-02  1.69870E-02  2.06800E-03 
 5.96500E+00  1.51934E-01  1.89730E-02  1.69050E-02  2.06801E-03 
 5.97000E+00  1.51521E-01  1.88990E-02  1.68310E-02  2.06802E-03 
 5.97500E+00  1.51151E-01  1.88330E-02  1.67650E-02  2.06803E-03 
 5.98000E+00  1.50832E-01  1.87760E-02  1.67080E-02  2.06804E-03 
 5.98500E+00  1.50563E-01  1.87280E-02  1.66599E-02  2.06805E-03 
 5.99000E+00  1.50343E-01  1.86890E-02  1.66209E-02  2.06806E-03 
 5.99500E+00  1.50169E-01  1.86580E-02  1.65899E-02  2.06807E-03 
 6.00000E+00  1.50045E-01  1.86360E-02  1.65679E-02  2.06809E-03 
 6.00500E+00  1.49971E-01  1.86230E-02  1.65549E-02  2.06810E-03 
 6.01000E+00  1.49948E-01  1.86190E-02  1.65509E-02  2.06811E-03 
 6.01500E+00  1.49970E-01  1.86230E-02  1.65549E-02  2.06812E-03 
 6.02000E+00  1.50048E-01  1.86370E-02  1.65689E-02  2.06813E-03 
 6.02500E+00  1.50171E-01  1.86590E-02  1.65909E-02  2.06814E-03 
 6.03000E+00  1.50338E-01  1.86890E-02  1.66208E-02  2.06815E-03 
 6.03500E+00  1.50562E-01  1.87290E-02  1.66608E-02  2.06816E-03 
 6.04000E+00  1.50830E-01  1.87770E-02  1.67088E-02  2.06817E-03 
 6.04500E+00  1.51148E-01  1.88340E-02  1.67658E-02  2.06818E-03 
 6.05000E+00  1.51516E-01  1.89000E-02  1.68318E-02  2.06819E-03 
 6.05500E+00  1.51934E-01  1.89750E-02  1.69068E-02  2.06821E-03 
 6.06000E+00  1.52395E-01  1.90580E-02  1.69898E-02  2.06822E-03 
 6.06500E+00  1.52900E-01  1.91490E-02  1.70808E-02  2.06823E-03 
 6.07000E+00  1.53455E-01  1.92490E-02  1.71808E-02  2.06824E-03 
 6.07500E+00  1.54058E-01  1.93580E-02  1.72898E-02  2.06825E-03 
 6.08000E+00  1.54704E-01  1.94750E-02  1.74067E-02  2.06826E-03 
 6.08500E+00  1.55398E-01  1.96010E-02  1.75327E-02  2.06827E-03 
 6.09000E+00  1.56129E-01  1.97340E-02  1.76657E-02  2.06828E-03 
 6.09500E+00  1.56908E-01  1.98760E-02  1.78077E-02  2.06829E-03 
 6.10000E+00  1.57730E-01  2.00260E-02  1.79577E-02  2.06830E-03 
 6.10500E+00  1.58593E-01  2.01840E-02  1.81157E-02  2.06831E-03 
 6.11000E+00  1.59493E-01  2.03490E-02  1.82807E-02  2.06832E-03 
 6.11500E+00  1.60440E-01  2.05230E-02  1.84547E-02  2.06833E-03 
 6.12000E+00  1.61418E-01  2.07030E-02  1.86347E-02  2.06834E-03 
 6.12500E+00  1.62442E-01  2.08920E-02  1.88237E-02  2.06835E-03 
 6.13000E+00  1.63498E-01  2.10870E-02  1.90186E-02  2.06836E-03 
 6.13500E+00  1.64589E-01  2.12890E-02  1.92206E-02  2.06837E-03 
 6.14000E+00  1.65717E-01  2.14980E-02  1.94296E-02  2.06838E-03 
 6.14500E+00  1.66880E-01  2.17140E-02  1.96456E-02  2.06838E-03 
 6.15000E+00  1.68075E-01  2.19360E-02  1.98676E-02  2.06839E-03 
 6.15500E+00  1.69300E-01  2.21640E-02  2.00956E-02  2.06840E-03 
 6.16000E+00  1.70557E-01  2.23980E-02  2.03296E-02  2.06841E-03 
 6.16500E+00  1.71844E-01  2.26380E-02  2.05696E-02  2.06842E-03 
 6.17000E+00  1.73153E-01  2.28820E-02  2.08136E-02  2.06843E-03 
 6.17500E+00  1.74494E-01  2.31320E-02  2.10636E-02  2.06844E-03 
 6.18000E+00  1.75856E-01  2.33860E-02  2.13176E-02  2.06845E-03 
 6.18500E+00  1.77245E-01  2.36450E-02  2.15765E-02  2.06846E-03 
 6.19000E+00  1.78656E-01  2.39080E-02  2.18395E-02  2.06847E-03 
 6.19500E+00  1.80090E-01  2.41750E-02  2.21065E-02  2.06847E-03 
 6.20000E+00  1.81541E-01  2.44450E-02  2.23765E-02  2.06848E-03 
 6.20500E+00  1.83010E-01  2.47180E-02  2.26495E-02  2.06849E-03 
 6.21000E+00  1.84492E-01  2.49930E-02  2.29245E-02  2.06850E-03 
 6.21500E+00  1.85993E-01  2.52710E-02  2.32025E-02  2.06851E-03 
 6.22000E+00  1.87508E-01  2.55510E-02  2.34825E-02  2.06852E-03 
 6.22500E+00  1.89037E-01  2.58330E-02  2.37645E-02  2.06853E-03 
 6.23000E+00  1.90575E-01  2.61160E-02  2.40475E-02  2.06853E-03 
 6.23500E+00  1.92122E-01  2.64000E-02  2.43315E-02  2.06854E-03 
 6.24000E+00  1.93675E-01  2.66840E-02  2.46154E-02  2.06855E-03 
 6.24500E+00  1.95238E-01  2.69690E-02  2.49004E-02  2.06856E-03 
 6.25000E+00  1.96801E-01  2.72530E-02  2.51844E-02  2.06857E-03 
 6.25500E+00  1.98369E-01  2.75370E-02  2.54684E-02  2.06858E-03 
 6.26000E+00  1.99944E-01  2.78210E-02  2.57524E-02  2.06859E-03 
 6.26500E+00  2.01514E-01  2.81030E-02  2.60344E-02  2.06859E-03 
 6.27000E+00  2.03080E-01  2.83830E-02  2.63144E-02  2.06860E-03 
 6.27500E+00  2.04648E-01  2.86620E-02  2.65934E-02  2.06861E-03 
 6.28000E+00  2.06206E-01  2.89380E-02  2.68694E-02  2.06862E-03 
 6.28500E+00  2.07761E-01  2.92120E-02  2.71434E-02  2.06863E-03 
 6.29000E+00  2.09306E-01  2.94830E-02  2.74144E-02  2.06864E-03 
 6.29500E+00  2.10848E-01  2.97520E-02  2.76834E-02  2.06865E-03 
 6.30000E+00  2.12370E-01  3.00160E-02  2.79473E-02  2.06865E-03 
 6.30500E+00  2.13888E-01  3.02780E-02  2.82093E-02  2.06866E-03 
 6.31000E+00  2.15386E-01  3.05350E-02  2.84663E-02  2.06867E-03 
 6.31500E+00  2.16875E-01  3.07890E-02  2.87203E-02  2.06868E-03 
 6.32000E+00  2.18344E-01  3.10380E-02  2.89693E-02  2.06869E-03 
 6.32500E+00  2.19791E-01  3.12820E-02  2.92133E-02  2.06870E-03 
 6.33000E+00  2.21223E-01  3.15220E-02  2.94533E-02  2.06871E-03 
 6.33500E+00  2.22634E-01  3.17570E-02  2.96883E-02  2.06872E-03 
 6.34000E+00  2.24023E-01  3.19870E-02  2.99183E-02  2.06872E-03 
 6.34500E+00  2.25384E-01  3.22110E-02  3.01423E-02  2.06873E-03 
 6.35000E+00  2.26724E-01  3.24300E-02  3.03613E-02  2.06874E-03 
 6.35500E+00  2.28040E-01  3.26440E-02  3.05752E-02  2.06875E-03 
 6.36000E+00  2.29321E-01  3.28510E-02  3.07822E-02  2.06876E-03 
 6.36500E+00  2.30579E-01  3.30530E-02  3.09842E-02  2.06877E-03 
 6.37000E+00  2.31800E-01  3.32480E-02  3.11792E-02  2.06878E-03 
 6.37500E+00  2.32997E-01  3.34380E-02  3.13692E-02  2.06879E-03 
 6.38000E+00  2.34157E-01  3.36210E-02  3.15522E-02  2.06879E-03 
 6.38500E+00  2.35285E-01  3.37980E-02  3.17292E-02  2.06880E-03 
 6.39000E+00  2.36381E-01  3.39690E-02  3.19002E-02  2.06881E-03 
 6.39500E+00  2.37438E-01  3.41330E-02  3.20642E-02  2.06882E-03 
 6.40000E+00  2.38454E-01  3.42900E-02  3.22212E-02  2.06883E-03 
 6.40500E+00  2.39438E-01  3.44410E-02  3.23722E-02  2.06884E-03 
 6.41000E+00  2.40380E-01  3.45850E-02  3.25162E-02  2.06885E-03 
 6.41500E+00  2.41281E-01  3.47220E-02  3.26531E-02  2.06886E-03 
 6.42000E+00  2.42146E-01  3.48530E-02  3.27841E-02  2.06887E-03 
 6.42500E+00  2.42962E-01  3.49760E-02  3.29071E-02  2.06888E-03 
 6.43000E+00  2.43741E-01  3.50930E-02  3.30241E-02  2.06888E-03 
 6.43500E+00  2.44476E-01  3.52030E-02  3.31341E-02  2.06889E-03 
 6.44000E+00  2.45167E-01  3.53060E-02  3.32371E-02  2.06890E-03 
 6.44500E+00  2.45814E-01  3.54020E-02  3.33331E-02  2.06891E-03 
 6.45000E+00  2.46414E-01  3.54910E-02  3.34221E-02  2.06892E-03 
 6.45500E+00  2.46969E-01  3.55730E-02  3.35041E-02  2.06893E-03 
 6.46000E+00  2.47478E-01  3.56480E-02  3.35791E-02  2.06894E-03 
 6.46500E+00  2.47940E-01  3.57160E-02  3.36471E-02  2.06895E-03 
 6.47000E+00  2.48355E-01  3.57770E-02  3.37080E-02  2.06896E-03 
 6.47500E+00  2.48723E-01  3.58310E-02  3.37620E-02  2.06897E-03 
 6.48000E+00  2.49036E-01  3.58770E-02  3.38080E-02  2.06898E-03 
 6.48500E+00  2.49308E-01  3.59170E-02  3.38480E-02  2.06899E-03 
 6.49000E+00  2.49532E-01  3.59500E-02  3.38810E-02  2.06899E-03 
 6.49500E+00  2.49700E-01  3.59750E-02  3.39060E-02  2.06900E-03 
 6.50000E+00  2.49827E-01  3.59940E-02  3.39250E-02  2.06901E-03 
 6.50500E+00  2.49898E-01  3.60050E-02  3.39360E-02  2.06902E-03 
 6.51000E+00  2.49921E-01  3.60090E-02  3.39400E-02  2.06903E-03 
 6.51500E+00  2.49894E-01  3.60060E-02  3.39370E-02  2.06904E-03 
 6.52000E+00  2.49826E-01  3.59970E-02  3.39279E-02  2.06905E-03 
 6.52500E+00  2.49703E-01  3.59800E-02  3.39109E-02  2.06906E-03 
 6.53000E+00  2.49530E-01  3.59560E-02  3.38869E-02  2.06907E-03 
 6.53500E+00  2.49310E-01  3.59250E-02  3.38559E-02  2.06908E-03 
 6.54000E+00  2.49034E-01  3.58860E-02  3.38169E-02  2.06909E-03 
 6.54500E+00  2.48717E-01  3.58410E-02  3.37719E-02  2.06910E-03 
 6.55000E+00  2.48352E-01  3.57890E-02  3.37199E-02  2.06911E-03 
 6.55500E+00  2.47940E-01  3.57300E-02  3.36609E-02  2.06911E-03 
 6.56000E+00  2.47474E-01  3.56630E-02  3.35939E-02  2.06912E-03 
 6.56500E+00  2.46968E-01  3.55900E-02  3.35209E-02  2.06913E-03 
 6.57000E+00  2.46415E-01  3.55100E-02  3.34409E-02  2.06914E-03 
 6.57500E+00  2.45810E-01  3.54220E-02  3.33528E-02  2.06915E-03 
 6.58000E+00  2.45166E-01  3.53280E-02  3.32588E-02  2.06916E-03 
 6.58500E+00  2.44477E-01  3.52270E-02  3.31578E-02  2.06917E-03 
 6.59000E+00  2.43737E-01  3.51180E-02  3.30488E-02  2.06918E-03 
 6.59500E+00  2.42960E-01  3.50030E-02  3.29338E-02  2.06919E-03 
 6.60000E+00  2.42139E-01  3.48810E-02  3.28118E-02  2.06920E-03 
 6.60500E+00  2.41282E-01  3.47530E-02  3.26838E-02  2.06921E-03 
 6.61000E+00  2.40376E-01  3.46170E-02  3.25478E-02  2.06922E-03 
 6.61500E+00  2.39435E-01  3.44750E-02  3.24058E-02  2.06922E-03 
 6.62000E+00  2.38453E-01  3.43260E-02  3.22568E-02  2.06923E-03 
 6.62500E+00  2.37430E-01  3.41700E-02  3.21008E-02  2.06924E-03 
 6.63000E+00  2.36374E-01  3.40080E-02  3.19387E-02  2.06925E-03 
 6.63500E+00  2.35284E-01  3.38400E-02  3.17707E-02  2.06926E-03 
 6.64000E+00  2.34156E-01  3.36650E-02  3.15957E-02  2.06927E-03 
 6.64500E+00  2.32996E-01  3.34840E-02  3.14147E-02  2.06928E-03 
 6.65000E+00  2.31798E-01  3.32960E-02  3.12267E-02  2.06929E-03 
 6.65500E+00  2.30576E-01  3.31030E-02  3.10337E-02  2.06930E-03 
 6.66000E+00  2.29317E-01  3.29030E-02  3.08337E-02  2.06930E-03 
 6.66500E+00  2.28034E-01  3.26980E-02  3.06287E-02  2.06931E-03 
 6.67000E+00  2.26721E-01  3.24870E-02  3.04177E-02  2.06932E-03 
 6.67500E+00  2.25380E-01  3.22700E-02  3.02007E-02  2.06933E-03 
 6.68000E+00  2.24022E-01  3.20490E-02  2.99797E-02  2.06934E-03 
 6.68500E+00  2.22629E-01  3.18210E-02  2.97517E-02  2.06935E-03 
 6.69000E+00  2.21221E-01  3.15890E-02  2.95196E-02  2.06936E-03 
 6.69500E+00  2.19791E-01  3.13520E-02  2.92826E-02  2.06936E-03 
 6.70000E+00  2.18339E-01  3.11100E-02  2.90406E-02  2.06937E-03 
 6.70500E+00  2.16872E-01  3.08640E-02  2.87946E-02  2.06938E-03 
 6.71000E+00  2.15383E-01  3.06130E-02  2.85436E-02  2.06939E-03 
 6.71500E+00  2.13885E-01  3.03590E-02  2.82896E-02  2.06940E-03 
 6.72000E+00  2.12366E-01  3.01000E-02  2.80306E-02  2.06941E-03 
 6.72500E+00  2.10844E-01  2.98390E-02  2.77696E-02  2.06942E-03 
 6.73000E+00  2.09306E-01  2.95740E-02  2.75046E-02  2.06942E-03 
 6.73500E+00  2.07759E-01  2.93060E-02  2.72366E-02  2.06943E-03 
 6.74000E+00  2.06203E-01  2.90350E-02  2.69656E-02  2.06944E-03 
 6.74500E+00  2.04642E-01  2.87620E-02  2.66925E-02  2.06945E-03 
 6.75000E+00  2.03077E-01  2.84870E-02  2.64175E-02  2.06946E-03 
 6.75500E+00  2.01507E-01  2.82100E-02  2.61405E-02  2.06947E-03 
 6.76000E+00  1.99939E-01  2.79320E-02  2.58625E-02  2.06948E-03 
 6.76500E+00  1.98365E-01  2.76520E-02  2.55825E-02  2.06948E-03 
 6.77000E+00  1.96797E-01  2.73720E-02  2.53025E-02  2.06949E-03 
 6.77500E+00  1.95234E-01  2.70920E-02  2.50225E-02  2.06950E-03 
 6.78000E+00  1.93671E-01  2.68110E-02  2.47415E-02  2.06951E-03 
 6.78500E+00  1.92118E-01  2.65310E-02  2.44615E-02  2.06952E-03 
 6.79000E+00  1.90570E-01  2.62510E-02  2.41815E-02  2.06953E-03 
 6.79500E+00  1.89031E-01  2.59720E-02  2.39025E-02  2.06954E-03 
 6.80000E+00  1.87506E-01  2.56950E-02  2.36255E-02  2.06954E-03 
 6.80500E+00  1.85989E-01  2.54190E-02  2.33494E-02  2.06955E-03 
 6.81000E+00  1.84486E-01  2.51450E-02  2.30754E-02  2.06956E-03 
 6.81500E+00  1.83002E-01  2.48740E-02  2.28044E-02  2.06957E-03 
 6.82000E+00  1.81531E-01  2.46050E-02  2.25354E-02  2.06958E-03 
 6.82500E+00  1.80082E-01  2.43400E-02  2.22704E-02  2.06959E-03 
 6.83000E+00  1.78651E-01  2.40780E-02  2.20084E-02  2.06960E-03 
 6.83500E+00  1.77237E-01  2.38190E-02  2.17494E-02  2.06961E-03 
 6.84000E+00  1.75850E-01  2.35650E-02  2.14954E-02  2.06961E-03 
 6.84500E+00  1.74485E-01  2.33150E-02  2.12454E-02  2.06962E-03 
 6.85000E+00  1.73147E-01  2.30700E-02  2.10004E-02  2.06963E-03 
 6.85500E+00  1.71836E-01  2.28300E-02  2.07604E-02  2.06964E-03 
 6.86000E+00  1.70550E-01  2.25950E-02  2.05253E-02  2.06965E-03 
 6.86500E+00  1.69297E-01  2.23660E-02  2.02963E-02  2.06966E-03 
 6.87000E+00  1.68069E-01  2.21420E-02  2.00723E-02  2.06967E-03 
 6.87500E+00  1.66872E-01  2.19240E-02  1.98543E-02  2.06968E-03 
 6.88000E+00  1.65712E-01  2.17130E-02  1.96433E-02  2.06969E-03 
 6.88500E+00  1.64583E-01  2.15080E-02  1.94383E-02  2.06970E-03 
 6.89000E+00  1.63491E-01  2.13100E-02  1.92403E-02  2.06971E-03 
 6.89500E+00  1.62435E-01  2.11190E-02  1.90493E-02  2.06972E-03 
 6.90000E+00  1.61410E-01  2.09340E-02  1.88643E-02  2.06973E-03 
 6.90500E+00  1.60428E-01  2.07570E-02  1.86873E-02  2.06974E-03 
 6.91000E+00  1.59487E-01  2.05880E-02  1.85183E-02  2.06975E-03 
 6.91500E+00  1.58584E-01  2.04260E-02  1.83562E-02  2.06976E-03 
 6.92000E+00  1.57723E-01  2.02720E-02  1.82022E-02  2.06977E-03 
 6.92500E+00  1.56899E-01  2.01250E-02  1.80552E-02  2.06978E-03 
 6.93000E+00  1.56124E-01  1.99870E-02  1.79172E-02  2.06979E-03 
 6.93500E+00  1.55386E-01  1.98560E-02  1.77862E-02  2.06980E-03 
 6.94000E+00  1.54698E-01  1.97340E-02  1.76642E-02  2.06981E-03 
 6.94500E+00  1.54047E-01  1.96190E-02  1.75492E-02  2.06982E-03 
 6.95000E+00  1.53446E-01  1.95130E-02  1.74432E-02  2.06983E-03 
 6.95500E+00  1.52895E-01  1.94160E-02  1.73462E-02  2.06984E-03 
 6.96000E+00  1.52383E-01  1.93260E-02  1.72562E-02  2.06985E-03 
 6.96500E+00  1.51921E-01  1.92450E-02  1.71751E-02  2.06986E-03 
 6.97000E+00  1.51510E-01  1.91730E-02  1.71031E-02  2.06987E-03 
 6.97500E+00  1.51138E-01  1.91080E-02  1.70381E-02  2.06988E-03 
 6.98000E+00  1.50822E-01  1.90530E-02  1.69831E-02  2.06989E-03 
 6.98500E+00  1.50553E-01  1.90060E-02  1.69361E-02  2.06990E-03 
 6.99000E+00  1.50329E-01  1.89670E-02  1.68971E-02  2.06991E-03 
 6.99500E+00  1.50156E-01  1.89370E-02  1.68671E-02  2.06992E-03 
 7.00000E+00  1.50035E-01  1.89160E-02  1.68461E-02  2.06993E-03 
 7.00500E+00  1.49960E-01  1.89030E-02  1.68331E-02  2.06995E-03 
 7.01000E+00  1.49937E-01  1.88990E-02  1.68290E-02  2.06996E-03 
 7.01500E+00  1.49959E-01  1.89030E-02  1.68330E-02  2.06997E-03 
 7.02000E+00  1.50034E-01  1.89160E-02  1.68460E-02  2.06998E-03 
 7.02500E+00  1.50160E-01  1.89380E-02  1.68680E-02  2.06999E-03 
 7.03000E+00  1.50332E-01  1.89680E-02  1.68980E-02  2.07000E-03 
 7.03500E+00  1.50550E-01  1.90060E-02  1.69360E-02  2.07001E-03 
 7.04000E+00  1.50819E-01  1.90530E-02  1.69830E-02  2.07002E-03 
 7.04500E+00  1.51139E-01  1.91090E-02  1.70390E-02  2.07003E-03 
 7.05000E+00  1.51505E-01  1.91730E-02  1.71030E-02  2.07004E-03 
 7.05500E+00  1.51921E-01  1.92460E-02  1.71759E-02  2.07005E-03 
 7.06000E+00  1.52382E-01  1.93270E-02  1.72569E-02  2.07006E-03 
 7.06500E+00  1.52893E-01  1.94170E-02  1.73469E-02  2.07007E-03 
 7.07000E+00  1.53449E-01  1.95150E-02  1.74449E-02  2.07009E-03 
 7.07500E+00  1.54049E-01  1.96210E-02  1.75509E-02  2.07010E-03 
 7.08000E+00  1.54693E-01  1.97350E-02  1.76649E-02  2.07011E-03 
 7.08500E+00  1.55386E-01  1.98580E-02  1.77879E-02  2.07012E-03 
 7.09000E+00  1.56122E-01  1.99890E-02  1.79189E-02  2.07013E-03 
 7.09500E+00  1.56901E-01  2.01280E-02  1.80579E-02  2.07014E-03 
 7.10000E+00  1.57718E-01  2.02740E-02  1.82039E-02  2.07015E-03 
 7.10500E+00  1.58583E-01  2.04290E-02  1.83588E-02  2.07016E-03 
 7.11000E+00  1.59485E-01  2.05910E-02  1.85208E-02  2.07017E-03 
 7.11500E+00  1.60429E-01  2.07610E-02  1.86908E-02  2.07018E-03 
 7.12000E+00  1.61410E-01  2.09380E-02  1.88678E-02  2.07019E-03 
 7.12500E+00  1.62433E-01  2.11230E-02  1.90528E-02  2.07019E-03 
 7.13000E+00  1.63486E-01  2.13140E-02  1.92438E-02  2.07020E-03 
 7.13500E+00  1.64582E-01  2.15130E-02  1.94428E-02  2.07021E-03 
 7.14000E+00  1.65709E-01  2.17180E-02  1.96478E-02  2.07022E-03 
 7.14500E+00  1.66872E-01  2.19300E-02  1.98598E-02  2.07023E-03 
 7.15000E+00  1.68066E-01  2.21480E-02  2.00778E-02  2.07024E-03 
 7.15500E+00  1.69292E-01  2.23720E-02  2.03017E-02  2.07025E-03 
 7.16000E+00  1.70548E-01  2.26020E-02  2.05317E-02  2.07026E-03 
 7.16500E+00  1.71831E-01  2.28370E-02  2.07667E-02  2.07027E-03 
 7.17000E+00  1.73145E-01  2.30780E-02  2.10077E-02  2.07028E-03 
 7.17500E+00  1.74486E-01  2.33240E-02  2.12537E-02  2.07029E-03 
 7.18000E+00  1.75848E-01  2.35740E-02  2.15037E-02  2.07030E-03 
 7.18500E+00  1.77237E-01  2.38290E-02  2.17587E-02  2.07030E-03 
 7.19000E+00  1.78649E-01  2.40880E-02  2.20177E-02  2.07031E-03 
 7.19500E+00  1.80077E-01  2.43500E-02  2.22797E-02  2.07032E-03 
 7.20000E+00  1.81528E-01  2.46160E-02  2.25457E-02  2.07033E-03 
 7.20500E+00  1.82996E-01  2.48850E-02  2.28147E-02  2.07034E-03 
 7.21000E+00  1.84483E-01  2.51570E-02  2.30867E-02  2.07035E-03 
 7.21500E+00  1.85982E-01  2.54310E-02  2.33606E-02  2.07036E-03 
 7.22000E+00  1.87501E-01  2.57080E-02  2.36376E-02  2.07037E-03 
 7.22500E+00  1.89028E-01  2.59860E-02  2.39156E-02  2.07037E-03 
 7.23000E+00  1.90564E-01  2.62650E-02  2.41946E-02  2.07038E-03 
 7.23500E+00  1.92109E-01  2.65450E-02  2.44746E-02  2.07039E-03 
 7.24000E+00  1.93664E-01  2.68260E-02  2.47556E-02  2.07040E-03 
 7.24500E+00  1.95229E-01  2.71080E-02  2.50376E-02  2.07041E-03 
 7.25000E+00  1.96794E-01  2.73890E-02  2.53186E-02  2.07042E-03 
 7.25500E+00  1.98358E-01  2.76690E-02  2.55986E-02  2.07043E-03 
 7.26000E+00  1.99934E-01  2.79500E-02  2.58796E-02  2.07043E-03 
 7.26500E+00  2.01504E-01  2.82290E-02  2.61586E-02  2.07044E-03 
 7.27000E+00  2.03070E-01  2.85060E-02  2.64355E-02  2.07045E-03 
 7.27500E+00  2.04637E-01  2.87820E-02  2.67115E-02  2.07046E-03 
 7.28000E+00  2.06194E-01  2.90550E-02  2.69845E-02  2.07047E-03 
 7.28500E+00  2.07753E-01  2.93270E-02  2.72565E-02  2.07048E-03 
 7.29000E+00  2.09296E-01  2.95950E-02  2.75245E-02  2.07048E-03 
 7.29500E+00  2.10835E-01  2.98610E-02  2.77905E-02  2.07049E-03 
 7.30000E+00  2.12360E-01  3.01230E-02  2.80525E-02  2.07050E-03 
 7.30500E+00  2.13874E-01  3.03820E-02  2.83115E-02  2.07051E-03 
 7.31000E+00  2.15380E-01  3.06380E-02  2.85675E-02  2.07052E-03 
 7.31500E+00  2.16864E-01  3.08890E-02  2.88185E-02  2.07053E-03 
 7.32000E+00  2.18333E-01  3.11360E-02  2.90655E-02  2.07054E-03 
 7.32500E+00  2.19780E-01  3.13780E-02  2.93075E-02  2.07054E-03 
 7.33000E+00  2.21212E-01  3.16160E-02  2.95454E-02  2.07055E-03 
 7.33500E+00  2.22622E-01  3.18490E-02  2.97784E-02  2.07056E-03 
 7.34000E+00  2.24010E-01  3.20770E-02  3.00064E-02  2.07057E-03 
 7.34500E+00  2.25376E-01  3.23000E-02  3.02294E-02  2.07058E-03 
 7.35000E+00  2.26712E-01  3.25170E-02  3.04464E-02  2.07059E-03 
 7.35500E+00  2.28026E-01  3.27290E-02  3.06584E-02  2.07060E-03 
 7.36000E+00  2.29310E-01  3.29350E-02  3.08644E-02  2.07061E-03 
 7.36500E+00  2.30564E-01  3.31350E-02  3.10644E-02  2.07061E-03 
 7.37000E+00  2.31794E-01  3.33300E-02  3.12594E-02  2.07062E-03 
 7.37500E+00  2.32986E-01  3.35180E-02  3.14474E-02  2.07063E-03 
 7.38000E+00  2.34147E-01  3.37000E-02  3.16294E-02  2.07064E-03 
 7.38500E+00  2.35276E-01  3.38760E-02  3.18054E-02  2.07065E-03 
 7.39000E+00  2.36366E-01  3.40450E-02  3.19743E-02  2.07066E-03 
 7.39500E+00  2.37423E-01  3.42080E-02  3.21373E-02  2.07067E-03 
 7.40000E+00  2.38446E-01  3.43650E-02  3.22943E-02  2.07068E-03 
 7.40500E+00  2.39422E-01  3.45140E-02  3.24433E-02  2.07069E-03 
 7.41000E+00  2.40370E-01  3.46580E-02  3.25873E-02  2.07069E-03 
 7.41500E+00  2.41269E-01  3.47940E-02  3.27233E-02  2.07070E-03 
 7.42000E+00  2.42133E-01  3.49240E-02  3.28533E-02  2.07071E-03 
 7.42500E+00  2.42953E-01  3.50470E-02  3.29763E-02  2.07072E-03 
 7.43000E+00  2.43730E-01  3.51630E-02  3.30923E-02  2.07073E-03 
 7.43500E+00  2.44463E-01  3.52720E-02  3.32013E-02  2.07074E-03 
 7.44000E+00  2.45151E-01  3.53740E-02  3.33033E-02  2.07075E-03 
