Time(s)       Stress(in)        Total_Strain(out)       Visco-elastic_Strain    Visco-plastic_Strain 
 4.46900E+01  3.70000E-01  6.69597E-02  4.63290E-02  2.06307E-02 
 4.47000E+01  3.70000E-01  6.69609E-02  4.63302E-02  2.06307E-02 
 4.47100E+01  3.70000E-01  6.69621E-02  4.63313E-02  2.06308E-02 
 4.47200E+01  3.70000E-01  6.69632E-02  4.63324E-02  2.06308E-02 
 4.47300E+01  3.70000E-01  6.69644E-02  4.63335E-02  2.06309E-02 
 4.47400E+01  3.70000E-01  6.69656E-02  4.63347E-02  2.06309E-02 
 4.47500E+01  3.70000E-01  6.69667E-02  4.63358E-02  2.06309E-02 
 4.47600E+01  3.70000E-01  6.69679E-02  4.63369E-02  2.06310E-02 
 4.47700E+01  3.70000E-01  6.69690E-02  4.63380E-02  2.06310E-02 
 4.47800E+01  3.70000E-01  6.69702E-02  4.63391E-02  2.06311E-02 
 4.47900E+01  3.70000E-01  6.69713E-02  4.63402E-02  2.06311E-02 
 4.48000E+01  3.70000E-01  6.69725E-02  4.63413E-02  2.06311E-02 
 4.48100E+01  3.70000E-01  6.69736E-02  4.63424E-02  2.06312E-02 
 4.48200E+01  3.70000E-01  6.69747E-02  4.63435E-02  2.06312E-02 
 4.48300E+01  3.70000E-01  6.69759E-02  4.63446E-02  2.06313E-02 
 4.48400E+01  3.70000E-01  6.69770E-02  4.63457E-02  2.06313E-02 
 4.48500E+01  3.70000E-01  6.69781E-02  4.63468E-02  2.06313E-02 
 4.48600E+01  3.70000E-01  6.69792E-02  4.63478E-02  2.06314E-02 
 4.48700E+01  3.70000E-01  6.69804E-02  4.63489E-02  2.06314E-02 
 4.48800E+01  3.70000E-01  6.69815E-02  4.63500E-02  2.06315E-02 
 4.48900E+01  3.70000E-01  6.69826E-02  4.63511E-02  2.06315E-02 
 4.49000E+01  3.70000E-01  6.69837E-02  4.63521E-02  2.06315E-02 
 4.49100E+01  3.70000E-01  6.69848E-02  4.63532E-02  2.06316E-02 
 4.49200E+01  3.70000E-01  6.69859E-02  4.63543E-02  2.06316E-02 
 4.49300E+01  3.70000E-01  6.69870E-02  4.63553E-02  2.06317E-02 
 4.49400E+01  3.70000E-01  6.69881E-02  4.63564E-02  2.06317E-02 
 4.49500E+01  3.70000E-01  6.69892E-02  4.63575E-02  2.06318E-02 
 4.49600E+01  3.70000E-01  6.69903E-02  4.63585E-02  2.06318E-02 
 4.49700E+01  3.70000E-01  6.69914E-02  4.63596E-02  2.06318E-02 
 4.49800E+01  3.70000E-01  6.69925E-02  4.63606E-02  2.06319E-02 
 4.49900E+01  3.70000E-01  6.69936E-02  4.63616E-02  2.06319E-02 
 4.50000E+01  3.70000E-01  6.69946E-02  4.63627E-02  2.06320E-02 
 4.50100E+01  3.70000E-01  6.69957E-02  4.63637E-02  2.06320E-02 
 4.50200E+01  3.70000E-01  6.69968E-02  4.63648E-02  2.06320E-02 
 4.50300E+01  3.70000E-01  6.69979E-02  4.63658E-02  2.06321E-02 
 4.50400E+01  3.70000E-01  6.69989E-02  4.63668E-02  2.06321E-02 
 4.50500E+01  3.70000E-01  6.70000E-02  4.63679E-02  2.06322E-02 
 4.50600E+01  3.70000E-01  6.70011E-02  4.63689E-02  2.06322E-02 
 4.50700E+01  3.70000E-01  6.70021E-02  4.63699E-02  2.06322E-02 
 4.50800E+01  3.70000E-01  6.70032E-02  4.63709E-02  2.06323E-02 
 4.50900E+01  3.70000E-01  6.70043E-02  4.63719E-02  2.06323E-02 
 4.51000E+01  3.70000E-01  6.70053E-02  4.63729E-02  2.06324E-02 
 4.51100E+01  3.70000E-01  6.70064E-02  4.63740E-02  2.06324E-02 
 4.51200E+01  3.70000E-01  6.70074E-02  4.63750E-02  2.06324E-02 
 4.51300E+01  3.70000E-01  6.70085E-02  4.63760E-02  2.06325E-02 
 4.51400E+01  3.70000E-01  6.70095E-02  4.63770E-02  2.06325E-02 
 4.51500E+01  3.70000E-01  6.70105E-02  4.63780E-02  2.06326E-02 
 4.51600E+01  3.70000E-01  6.70116E-02  4.63790E-02  2.06326E-02 
 4.51700E+01  3.70000E-01  6.70126E-02  4.63800E-02  2.06326E-02 
 4.51800E+01  3.70000E-01  6.70136E-02  4.63810E-02  2.06327E-02 
 4.51900E+01  3.70000E-01  6.70147E-02  4.63820E-02  2.06327E-02 
 4.52000E+01  3.70000E-01  6.70157E-02  4.63829E-02  2.06328E-02 
 4.52100E+01  3.70000E-01  6.70167E-02  4.63839E-02  2.06328E-02 
 4.52200E+01  3.70000E-01  6.70178E-02  4.63849E-02  2.06328E-02 
 4.52300E+01  3.70000E-01  6.70188E-02  4.63859E-02  2.06329E-02 
 4.52400E+01  3.70000E-01  6.70198E-02  4.63869E-02  2.06329E-02 
 4.52500E+01  3.70000E-01  6.70208E-02  4.63878E-02  2.06330E-02 
 4.52600E+01  3.70000E-01  6.70218E-02  4.63888E-02  2.06330E-02 
 4.52700E+01  3.70000E-01  6.70228E-02  4.63898E-02  2.06330E-02 
 4.52800E+01  3.70000E-01  6.70238E-02  4.63907E-02  2.06331E-02 
 4.52900E+01  3.70000E-01  6.70248E-02  4.63917E-02  2.06331E-02 
 4.53000E+01  3.70000E-01  6.70258E-02  4.63927E-02  2.06332E-02 
 4.53100E+01  3.70000E-01  6.70268E-02  4.63936E-02  2.06332E-02 
 4.53200E+01  3.70000E-01  6.70278E-02  4.63946E-02  2.06332E-02 
 4.53300E+01  3.70000E-01  6.70288E-02  4.63955E-02  2.06333E-02 
 4.53400E+01  3.70000E-01  6.70298E-02  4.63965E-02  2.06333E-02 
 4.53500E+01  3.70000E-01  6.70308E-02  4.63974E-02  2.06334E-02 
 4.53600E+01  3.70000E-01  6.70318E-02  4.63984E-02  2.06334E-02 
 4.53700E+01  3.70000E-01  6.70328E-02  4.63993E-02  2.06335E-02 
 4.53800E+01  3.70000E-01  6.70338E-02  4.64003E-02  2.06335E-02 
 4.53900E+01  3.70000E-01  6.70347E-02  4.64012E-02  2.06335E-02 
 4.54000E+01  3.70000E-01  6.70357E-02  4.64022E-02  2.06336E-02 
 4.54100E+01  3.70000E-01  6.70367E-02  4.64031E-02  2.06336E-02 
 4.54200E+01  3.70000E-01  6.70377E-02  4.64040E-02  2.06337E-02 
 4.54300E+01  3.70000E-01  6.70386E-02  4.64050E-02  2.06337E-02 
 4.54400E+01  3.70000E-01  6.70396E-02  4.64059E-02  2.06337E-02 
 4.54500E+01  3.70000E-01  6.70406E-02  4.64068E-02  2.06338E-02 
 4.54600E+01  3.70000E-01  6.70415E-02  4.64077E-02  2.06338E-02 
 4.54700E+01  3.70000E-01  6.70425E-02  4.64086E-02  2.06339E-02 
 4.54800E+01  3.70000E-01  6.70435E-02  4.64096E-02  2.06339E-02 
 4.54900E+01  3.70000E-01  6.70444E-02  4.64105E-02  2.06339E-02 
 4.55000E+01  3.70000E-01  6.70454E-02  4.64114E-02  2.06340E-02 
 4.55100E+01  3.70000E-01  6.70463E-02  4.64123E-02  2.06340E-02 
 4.55200E+01  3.70000E-01  6.70473E-02  4.64132E-02  2.06341E-02 
 4.55300E+01  3.70000E-01  6.70482E-02  4.64141E-02  2.06341E-02 
 4.55400E+01  3.70000E-01  6.70492E-02  4.64150E-02  2.06341E-02 
 4.55500E+01  3.70000E-01  6.70501E-02  4.64159E-02  2.06342E-02 
 4.55600E+01  3.70000E-01  6.70510E-02  4.64168E-02  2.06342E-02 
 4.55700E+01  3.70000E-01  6.70520E-02  4.64177E-02  2.06343E-02 
 4.55800E+01  3.70000E-01  6.70529E-02  4.64186E-02  2.06343E-02 
 4.55900E+01  3.70000E-01  6.70539E-02  4.64195E-02  2.06343E-02 
 4.56000E+01  3.70000E-01  6.70548E-02  4.64204E-02  2.06344E-02 
 4.56100E+01  3.70000E-01  6.70557E-02  4.64213E-02  2.06344E-02 
 4.56200E+01  3.70000E-01  6.70566E-02  4.64222E-02  2.06345E-02 
 4.56300E+01  3.70000E-01  6.70576E-02  4.64231E-02  2.06345E-02 
 4.56400E+01  3.70000E-01  6.70585E-02  4.64239E-02  2.06345E-02 
 4.56500E+01  3.70000E-01  6.70594E-02  4.64248E-02  2.06346E-02 
 4.56600E+01  3.70000E-01  6.70603E-02  4.64257E-02  2.06346E-02 
 4.56700E+01  3.70000E-01  6.70612E-02  4.64266E-02  2.06347E-02 
 4.56800E+01  3.70000E-01  6.70622E-02  4.64274E-02  2.06347E-02 
 4.56900E+01  3.70000E-01  6.70631E-02  4.64283E-02  2.06347E-02 
 4.57000E+01  3.70000E-01  6.70640E-02  4.64292E-02  2.06348E-02 
 4.57100E+01  3.70000E-01  6.70649E-02  4.64301E-02  2.06348E-02 
 4.57200E+01  3.70000E-01  6.70658E-02  4.64309E-02  2.06349E-02 
 4.57300E+01  3.70000E-01  6.70667E-02  4.64318E-02  2.06349E-02 
 4.57400E+01  3.70000E-01  6.70676E-02  4.64326E-02  2.06349E-02 
 4.57500E+01  3.70000E-01  6.70685E-02  4.64335E-02  2.06350E-02 
 4.57600E+01  3.70000E-01  6.70694E-02  4.64344E-02  2.06350E-02 
 4.57700E+01  3.70000E-01  6.70703E-02  4.64352E-02  2.06351E-02 
 4.57800E+01  3.70000E-01  6.70712E-02  4.64361E-02  2.06351E-02 
 4.57900E+01  3.70000E-01  6.70721E-02  4.64369E-02  2.06351E-02 
 4.58000E+01  3.70000E-01  6.70729E-02  4.64378E-02  2.06352E-02 
 4.58100E+01  3.70000E-01  6.70738E-02  4.64386E-02  2.06352E-02 
 4.58200E+01  3.70000E-01  6.70747E-02  4.64394E-02  2.06353E-02 
 4.58300E+01  3.70000E-01  6.70756E-02  4.64403E-02  2.06353E-02 
 4.58400E+01  3.70000E-01  6.70765E-02  4.64411E-02  2.06354E-02 
 4.58500E+01  3.70000E-01  6.70773E-02  4.64420E-02  2.06354E-02 
 4.58600E+01  3.70000E-01  6.70782E-02  4.64428E-02  2.06354E-02 
 4.58700E+01  3.70000E-01  6.70791E-02  4.64436E-02  2.06355E-02 
 4.58800E+01  3.70000E-01  6.70800E-02  4.64445E-02  2.06355E-02 
 4.58900E+01  3.70000E-01  6.70808E-02  4.64453E-02  2.06356E-02 
 4.59000E+01  3.70000E-01  6.70817E-02  4.64461E-02  2.06356E-02 
 4.59100E+01  3.70000E-01  6.70826E-02  4.64469E-02  2.06356E-02 
 4.59200E+01  3.70000E-01  6.70834E-02  4.64478E-02  2.06357E-02 
 4.59300E+01  3.70000E-01  6.70843E-02  4.64486E-02  2.06357E-02 
 4.59400E+01  3.70000E-01  6.70852E-02  4.64494E-02  2.06358E-02 
 4.59500E+01  3.70000E-01  6.70860E-02  4.64502E-02  2.06358E-02 
 4.59600E+01  3.70000E-01  6.70869E-02  4.64510E-02  2.06358E-02 
 4.59700E+01  3.70000E-01  6.70877E-02  4.64518E-02  2.06359E-02 
 4.59800E+01  3.70000E-01  6.70886E-02  4.64527E-02  2.06359E-02 
 4.59900E+01  3.70000E-01  6.70894E-02  4.64535E-02  2.06360E-02 
 4.60000E+01  3.70000E-01  6.70903E-02  4.64543E-02  2.06360E-02 
 4.60100E+01  3.70000E-01  6.70911E-02  4.64551E-02  2.06360E-02 
 4.60200E+01  3.70000E-01  6.70920E-02  4.64559E-02  2.06361E-02 
 4.60300E+01  3.70000E-01  6.70928E-02  4.64567E-02  2.06361E-02 
 4.60400E+01  3.70000E-01  6.70936E-02  4.64575E-02  2.06362E-02 
 4.60500E+01  3.70000E-01  6.70945E-02  4.64583E-02  2.06362E-02 
 4.60600E+01  3.70000E-01  6.70953E-02  4.64591E-02  2.06362E-02 
 4.60700E+01  3.70000E-01  6.70961E-02  4.64599E-02  2.06363E-02 
 4.60800E+01  3.70000E-01  6.70970E-02  4.64607E-02  2.06363E-02 
 4.60900E+01  3.70000E-01  6.70978E-02  4.64614E-02  2.06364E-02 
 4.61000E+01  3.70000E-01  6.70986E-02  4.64622E-02  2.06364E-02 
 4.61100E+01  3.70000E-01  6.70995E-02  4.64630E-02  2.06364E-02 
 4.61200E+01  3.70000E-01  6.71003E-02  4.64638E-02  2.06365E-02 
 4.61300E+01  3.70000E-01  6.71011E-02  4.64646E-02  2.06365E-02 
 4.61400E+01  3.70000E-01  6.71019E-02  4.64654E-02  2.06366E-02 
 4.61500E+01  3.70000E-01  6.71027E-02  4.64661E-02  2.06366E-02 
 4.61600E+01  3.70000E-01  6.71036E-02  4.64669E-02  2.06366E-02 
 4.61700E+01  3.70000E-01  6.71044E-02  4.64677E-02  2.06367E-02 
 4.61800E+01  3.70000E-01  6.71052E-02  4.64685E-02  2.06367E-02 
 4.61900E+01  3.70000E-01  6.71060E-02  4.64692E-02  2.06368E-02 
 4.62000E+01  3.70000E-01  6.71068E-02  4.64700E-02  2.06368E-02 
 4.62100E+01  3.70000E-01  6.71076E-02  4.64708E-02  2.06368E-02 
 4.62200E+01  3.70000E-01  6.71084E-02  4.64715E-02  2.06369E-02 
 4.62300E+01  3.70000E-01  6.71092E-02  4.64723E-02  2.06369E-02 
 4.62400E+01  3.70000E-01  6.71100E-02  4.64731E-02  2.06370E-02 
 4.62500E+01  3.70000E-01  6.71108E-02  4.64738E-02  2.06370E-02 
 4.62600E+01  3.70000E-01  6.71116E-02  4.64746E-02  2.06370E-02 
 4.62700E+01  3.70000E-01  6.71124E-02  4.64753E-02  2.06371E-02 
 4.62800E+01  3.70000E-01  6.71132E-02  4.64761E-02  2.06371E-02 
 4.62900E+01  3.70000E-01  6.71140E-02  4.64768E-02  2.06372E-02 
 4.63000E+01  3.70000E-01  6.71148E-02  4.64776E-02  2.06372E-02 
 4.63100E+01  3.70000E-01  6.71156E-02  4.64783E-02  2.06372E-02 
 4.63200E+01  3.70000E-01  6.71164E-02  4.64791E-02  2.06373E-02 
 4.63300E+01  3.70000E-01  6.71172E-02  4.64798E-02  2.06373E-02 
 4.63400E+01  3.70000E-01  6.71180E-02  4.64806E-02  2.06374E-02 
 4.63500E+01  3.70000E-01  6.71187E-02  4.64813E-02  2.06374E-02 
 4.63600E+01  3.70000E-01  6.71195E-02  4.64821E-02  2.06374E-02 
 4.63700E+01  3.70000E-01  6.71203E-02  4.64828E-02  2.06375E-02 
 4.63800E+01  3.70000E-01  6.71211E-02  4.64835E-02  2.06375E-02 
 4.63900E+01  3.70000E-01  6.71219E-02  4.64843E-02  2.06376E-02 
 4.64000E+01  3.70000E-01  6.71226E-02  4.64850E-02  2.06376E-02 
 4.64100E+01  3.70000E-01  6.71234E-02  4.64858E-02  2.06377E-02 
 4.64200E+01  3.70000E-01  6.71242E-02  4.64865E-02  2.06377E-02 
 4.64300E+01  3.70000E-01  6.71249E-02  4.64872E-02  2.06377E-02 
 4.64400E+01  3.70000E-01  6.71257E-02  4.64879E-02  2.06378E-02 
 4.64500E+01  3.70000E-01  6.71265E-02  4.64887E-02  2.06378E-02 
 4.64600E+01  3.70000E-01  6.71272E-02  4.64894E-02  2.06379E-02 
 4.64700E+01  3.70000E-01  6.71280E-02  4.64901E-02  2.06379E-02 
 4.64800E+01  3.70000E-01  6.71288E-02  4.64908E-02  2.06379E-02 
 4.64900E+01  3.70000E-01  6.71295E-02  4.64916E-02  2.06380E-02 
 4.65000E+01  3.70000E-01  6.71303E-02  4.64923E-02  2.06380E-02 
 4.65100E+01  3.70000E-01  6.71310E-02  4.64930E-02  2.06381E-02 
 4.65200E+01  3.70000E-01  6.71318E-02  4.64937E-02  2.06381E-02 
 4.65300E+01  3.70000E-01  6.71325E-02  4.64944E-02  2.06381E-02 
 4.65400E+01  3.70000E-01  6.71333E-02  4.64951E-02  2.06382E-02 
 4.65500E+01  3.70000E-01  6.71340E-02  4.64958E-02  2.06382E-02 
 4.65600E+01  3.70000E-01  6.71348E-02  4.64965E-02  2.06383E-02 
 4.65700E+01  3.70000E-01  6.71355E-02  4.64972E-02  2.06383E-02 
 4.65800E+01  3.70000E-01  6.71363E-02  4.64980E-02  2.06383E-02 
 4.65900E+01  3.70000E-01  6.71370E-02  4.64987E-02  2.06384E-02 
 4.66000E+01  3.70000E-01  6.71378E-02  4.64994E-02  2.06384E-02 
 4.66100E+01  3.70000E-01  6.71385E-02  4.65001E-02  2.06385E-02 
 4.66200E+01  3.70000E-01  6.71393E-02  4.65008E-02  2.06385E-02 
 4.66300E+01  3.70000E-01  6.71400E-02  4.65015E-02  2.06385E-02 
 4.66400E+01  3.70000E-01  6.71407E-02  4.65022E-02  2.06386E-02 
 4.66500E+01  3.70000E-01  6.71415E-02  4.65028E-02  2.06386E-02 
 4.66600E+01  3.70000E-01  6.71422E-02  4.65035E-02  2.06387E-02 
 4.66700E+01  3.70000E-01  6.71429E-02  4.65042E-02  2.06387E-02 
 4.66800E+01  3.70000E-01  6.71437E-02  4.65049E-02  2.06387E-02 
 4.66900E+01  3.70000E-01  6.71444E-02  4.65056E-02  2.06388E-02 
 4.67000E+01  3.70000E-01  6.71451E-02  4.65063E-02  2.06388E-02 
 4.67100E+01  3.70000E-01  6.71458E-02  4.65070E-02  2.06389E-02 
 4.67200E+01  3.70000E-01  6.71466E-02  4.65077E-02  2.06389E-02 
 4.67300E+01  3.70000E-01  6.71473E-02  4.65083E-02  2.06389E-02 
 4.67400E+01  3.70000E-01  6.71480E-02  4.65090E-02  2.06390E-02 
 4.67500E+01  3.70000E-01  6.71487E-02  4.65097E-02  2.06390E-02 
 4.67600E+01  3.70000E-01  6.71494E-02  4.65104E-02  2.06391E-02 
 4.67700E+01  3.70000E-01  6.71502E-02  4.65111E-02  2.06391E-02 
 4.67800E+01  3.70000E-01  6.71509E-02  4.65117E-02  2.06391E-02 
 4.67900E+01  3.70000E-01  6.71516E-02  4.65124E-02  2.06392E-02 
 4.68000E+01  3.70000E-01  6.71523E-02  4.65131E-02  2.06392E-02 
 4.68100E+01  3.70000E-01  6.71530E-02  4.65137E-02  2.06393E-02 
 4.68200E+01  3.70000E-01  6.71537E-02  4.65144E-02  2.06393E-02 
 4.68300E+01  3.70000E-01  6.71544E-02  4.65151E-02  2.06393E-02 
 4.68400E+01  3.70000E-01  6.71551E-02  4.65157E-02  2.06394E-02 
 4.68500E+01  3.70000E-01  6.71558E-02  4.65164E-02  2.06394E-02 
 4.68600E+01  3.70000E-01  6.71565E-02  4.65171E-02  2.06395E-02 
 4.68700E+01  3.70000E-01  6.71572E-02  4.65177E-02  2.06395E-02 
 4.68800E+01  3.70000E-01  6.71579E-02  4.65184E-02  2.06395E-02 
 4.68900E+01  3.70000E-01  6.71586E-02  4.65191E-02  2.06396E-02 
 4.69000E+01  3.70000E-01  6.71593E-02  4.65197E-02  2.06396E-02 
 4.69100E+01  3.70000E-01  6.71600E-02  4.65204E-02  2.06397E-02 
 4.69200E+01  3.70000E-01  6.71607E-02  4.65210E-02  2.06397E-02 
 4.69300E+01  3.70000E-01  6.71614E-02  4.65217E-02  2.06397E-02 
 4.69400E+01  3.70000E-01  6.71621E-02  4.65223E-02  2.06398E-02 
 4.69500E+01  3.70000E-01  6.71628E-02  4.65230E-02  2.06398E-02 
 4.69600E+01  3.70000E-01  6.71635E-02  4.65236E-02  2.06399E-02 
 4.69700E+01  3.70000E-01  6.71642E-02  4.65243E-02  2.06399E-02 
 4.69800E+01  3.70000E-01  6.71649E-02  4.65249E-02  2.06399E-02 
 4.69900E+01  3.70000E-01  6.71655E-02  4.65256E-02  2.06400E-02 
 4.70000E+01  3.70000E-01  6.71662E-02  4.65262E-02  2.06400E-02 
 4.70100E+01  3.70000E-01  6.71669E-02  4.65268E-02  2.06401E-02 
 4.70200E+01  3.70000E-01  6.71676E-02  4.65275E-02  2.06401E-02 
 4.70300E+01  3.70000E-01  6.71683E-02  4.65281E-02  2.06401E-02 
 4.70400E+01  3.70000E-01  6.71689E-02  4.65288E-02  2.06402E-02 
 4.70500E+01  3.70000E-01  6.71696E-02  4.65294E-02  2.06402E-02 
 4.70600E+01  3.70000E-01  6.71703E-02  4.65300E-02  2.06403E-02 
 4.70700E+01  3.70000E-01  6.71710E-02  4.65307E-02  2.06403E-02 
 4.70800E+01  3.70000E-01  6.71716E-02  4.65313E-02  2.06403E-02 
 4.70900E+01  3.70000E-01  6.71723E-02  4.65319E-02  2.06404E-02 
 4.71000E+01  3.70000E-01  6.71730E-02  4.65326E-02  2.06404E-02 
 4.71100E+01  3.70000E-01  6.71737E-02  4.65332E-02  2.06405E-02 
 4.71200E+01  3.70000E-01  6.71743E-02  4.65338E-02  2.06405E-02 
 4.71300E+01  3.70000E-01  6.71750E-02  4.65344E-02  2.06405E-02 
 4.71400E+01  3.70000E-01  6.71757E-02  4.65351E-02  2.06406E-02 
 4.71500E+01  3.70000E-01  6.71763E-02  4.65357E-02  2.06406E-02 
 4.71600E+01  3.70000E-01  6.71770E-02  4.65363E-02  2.06407E-02 
 4.71700E+01  3.70000E-01  6.71776E-02  4.65369E-02  2.06407E-02 
 4.71800E+01  3.70000E-01  6.71783E-02  4.65376E-02  2.06407E-02 
 4.71900E+01  3.70000E-01  6.71790E-02  4.65382E-02  2.06408E-02 
 4.72000E+01  3.70000E-01  6.71796E-02  4.65388E-02  2.06408E-02 
 4.72100E+01  3.70000E-01  6.71803E-02  4.65394E-02  2.06409E-02 
 4.72200E+01  3.70000E-01  6.71809E-02  4.65400E-02  2.06409E-02 
 4.72300E+01  3.70000E-01  6.71816E-02  4.65406E-02  2.06409E-02 
 4.72400E+01  3.70000E-01  6.71822E-02  4.65412E-02  2.06410E-02 
 4.72500E+01  3.70000E-01  6.71829E-02  4.65419E-02  2.06410E-02 
 4.72600E+01  3.70000E-01  6.71835E-02  4.65425E-02  2.06411E-02 
 4.72700E+01  3.70000E-01  6.71842E-02  4.65431E-02  2.06411E-02 
 4.72800E+01  3.70000E-01  6.71848E-02  4.65437E-02  2.06411E-02 
 4.72900E+01  3.70000E-01  6.71855E-02  4.65443E-02  2.06412E-02 
 4.73000E+01  3.70000E-01  6.71861E-02  4.65449E-02  2.06412E-02 
 4.73100E+01  3.70000E-01  6.71868E-02  4.65455E-02  2.06413E-02 
 4.73200E+01  3.70000E-01  6.71874E-02  4.65461E-02  2.06413E-02 
 4.73300E+01  3.70000E-01  6.71880E-02  4.65467E-02  2.06414E-02 
 4.73400E+01  3.70000E-01  6.71887E-02  4.65473E-02  2.06414E-02 
 4.73500E+01  3.70000E-01  6.71893E-02  4.65479E-02  2.06414E-02 
 4.73600E+01  3.70000E-01  6.71900E-02  4.65485E-02  2.06415E-02 
 4.73700E+01  3.70000E-01  6.71906E-02  4.65491E-02  2.06415E-02 
 4.73800E+01  3.70000E-01  6.71912E-02  4.65497E-02  2.06416E-02 
 4.73900E+01  3.70000E-01  6.71919E-02  4.65503E-02  2.06416E-02 
 4.74000E+01  3.70000E-01  6.71925E-02  4.65509E-02  2.06416E-02 
 4.74100E+01  3.70000E-01  6.71931E-02  4.65515E-02  2.06417E-02 
 4.74200E+01  3.70000E-01  6.71938E-02  4.65521E-02  2.06417E-02 
 4.74300E+01  3.70000E-01  6.71944E-02  4.65526E-02  2.06418E-02 
 4.74400E+01  3.70000E-01  6.71950E-02  4.65532E-02  2.06418E-02 
 4.74500E+01  3.70000E-01  6.71956E-02  4.65538E-02  2.06418E-02 
 4.74600E+01  3.70000E-01  6.71963E-02  4.65544E-02  2.06419E-02 
 4.74700E+01  3.70000E-01  6.71969E-02  4.65550E-02  2.06419E-02 
 4.74800E+01  3.70000E-01  6.71975E-02  4.65556E-02  2.06420E-02 
 4.74900E+01  3.70000E-01  6.71981E-02  4.65561E-02  2.06420E-02 
 4.75000E+01  3.70000E-01  6.71988E-02  4.65567E-02  2.06420E-02 
 4.75100E+01  3.70000E-01  6.71994E-02  4.65573E-02  2.06421E-02 
 4.75200E+01  3.70000E-01  6.72000E-02  4.65579E-02  2.06421E-02 
 4.75300E+01  3.70000E-01  6.72006E-02  4.65585E-02  2.06422E-02 
 4.75400E+01  3.70000E-01  6.72012E-02  4.65590E-02  2.06422E-02 
 4.75500E+01  3.70000E-01  6.72019E-02  4.65596E-02  2.06422E-02 
 4.75600E+01  3.70000E-01  6.72025E-02  4.65602E-02  2.06423E-02 
 4.75700E+01  3.70000E-01  6.72031E-02  4.65608E-02  2.06423E-02 
 4.75800E+01  3.70000E-01  6.72037E-02  4.65613E-02  2.06424E-02 
 4.75900E+01  3.70000E-01  6.72043E-02  4.65619E-02  2.06424E-02 
 4.76000E+01  3.70000E-01  6.72049E-02  4.65625E-02  2.06424E-02 
 4.76100E+01  3.70000E-01  6.72055E-02  4.65630E-02  2.06425E-02 
 4.76200E+01  3.70000E-01  6.72061E-02  4.65636E-02  2.06425E-02 
 4.76300E+01  3.70000E-01  6.72067E-02  4.65642E-02  2.06426E-02 
 4.76400E+01  3.70000E-01  6.72073E-02  4.65647E-02  2.06426E-02 
 4.76500E+01  3.70000E-01  6.72079E-02  4.65653E-02  2.06426E-02 
 4.76600E+01  3.70000E-01  6.72085E-02  4.65659E-02  2.06427E-02 
 4.76700E+01  3.70000E-01  6.72091E-02  4.65664E-02  2.06427E-02 
 4.76800E+01  3.70000E-01  6.72097E-02  4.65670E-02  2.06428E-02 
 4.76900E+01  3.70000E-01  6.72103E-02  4.65676E-02  2.06428E-02 
 4.77000E+01  3.70000E-01  6.72109E-02  4.65681E-02  2.06428E-02 
 4.77100E+01  3.70000E-01  6.72115E-02  4.65687E-02  2.06429E-02 
 4.77200E+01  3.70000E-01  6.72121E-02  4.65692E-02  2.06429E-02 
 4.77300E+01  3.70000E-01  6.72127E-02  4.65698E-02  2.06430E-02 
 4.77400E+01  3.70000E-01  6.72133E-02  4.65703E-02  2.06430E-02 
 4.77500E+01  3.70000E-01  6.72139E-02  4.65709E-02  2.06430E-02 
 4.77600E+01  3.70000E-01  6.72145E-02  4.65714E-02  2.06431E-02 
 4.77700E+01  3.70000E-01  6.72151E-02  4.65720E-02  2.06431E-02 
 4.77800E+01  3.70000E-01  6.72157E-02  4.65725E-02  2.06432E-02 
 4.77900E+01  3.70000E-01  6.72163E-02  4.65731E-02  2.06432E-02 
 4.78000E+01  3.70000E-01  6.72169E-02  4.65736E-02  2.06432E-02 
 4.78100E+01  3.70000E-01  6.72175E-02  4.65742E-02  2.06433E-02 
 4.78200E+01  3.70000E-01  6.72181E-02  4.65747E-02  2.06433E-02 
 4.78300E+01  3.70000E-01  6.72186E-02  4.65753E-02  2.06434E-02 
 4.78400E+01  3.70000E-01  6.72192E-02  4.65758E-02  2.06434E-02 
 4.78500E+01  3.70000E-01  6.72198E-02  4.65764E-02  2.06434E-02 
 4.78600E+01  3.70000E-01  6.72204E-02  4.65769E-02  2.06435E-02 
 4.78700E+01  3.70000E-01  6.72210E-02  4.65775E-02  2.06435E-02 
 4.78800E+01  3.70000E-01  6.72215E-02  4.65780E-02  2.06436E-02 
 4.78900E+01  3.70000E-01  6.72221E-02  4.65785E-02  2.06436E-02 
 4.79000E+01  3.70000E-01  6.72227E-02  4.65791E-02  2.06436E-02 
 4.79100E+01  3.70000E-01  6.72233E-02  4.65796E-02  2.06437E-02 
 4.79200E+01  3.70000E-01  6.72239E-02  4.65801E-02  2.06437E-02 
 4.79300E+01  3.70000E-01  6.72244E-02  4.65807E-02  2.06438E-02 
 4.79400E+01  3.70000E-01  6.72250E-02  4.65812E-02  2.06438E-02 
 4.79500E+01  3.70000E-01  6.72256E-02  4.65817E-02  2.06438E-02 
 4.79600E+01  3.70000E-01  6.72262E-02  4.65823E-02  2.06439E-02 
 4.79700E+01  3.70000E-01  6.72267E-02  4.65828E-02  2.06439E-02 
 4.79800E+01  3.70000E-01  6.72273E-02  4.65833E-02  2.06440E-02 
 4.79900E+01  3.70000E-01  6.72279E-02  4.65839E-02  2.06440E-02 
 4.80000E+01  3.70000E-01  6.72284E-02  4.65844E-02  2.06440E-02 
