Time(s)       Stress(in)        Total_Strain(out)       Visco-elastic_Strain    Visco-plastic_Strain 
 8.14000E+00  1.65773E-01  2.19166E-02  1.98589E-02  2.05771E-03 
 8.14500E+00  1.66934E-01  2.21247E-02  2.00670E-02  2.05771E-03 
 8.15000E+00  1.68129E-01  2.23393E-02  2.02816E-02  2.05771E-03 
 8.15500E+00  1.69355E-01  2.25598E-02  2.05021E-02  2.05771E-03 
 8.16000E+00  1.70611E-01  2.27860E-02  2.07283E-02  2.05771E-03 
 8.16500E+00  1.71896E-01  2.30178E-02  2.09601E-02  2.05771E-03 
 8.17000E+00  1.73209E-01  2.32549E-02  2.11972E-02  2.05771E-03 
 8.17500E+00  1.74548E-01  2.34969E-02  2.14392E-02  2.05771E-03 
 8.18000E+00  1.75912E-01  2.37436E-02  2.16859E-02  2.05771E-03 
 8.18500E+00  1.77300E-01  2.39947E-02  2.19370E-02  2.05771E-03 
 8.19000E+00  1.78711E-01  2.42500E-02  2.21923E-02  2.05771E-03 
 8.19500E+00  1.80143E-01  2.45091E-02  2.24514E-02  2.05771E-03 
 8.20000E+00  1.81594E-01  2.47716E-02  2.27139E-02  2.05771E-03 
 8.20500E+00  1.83063E-01  2.50371E-02  2.29794E-02  2.05771E-03 
 8.21000E+00  1.84549E-01  2.53055E-02  2.32478E-02  2.05771E-03 
 8.21500E+00  1.86050E-01  2.55763E-02  2.35186E-02  2.05771E-03 
 8.22000E+00  1.87566E-01  2.58494E-02  2.37917E-02  2.05771E-03 
 8.22500E+00  1.89093E-01  2.61240E-02  2.40663E-02  2.05771E-03 
 8.23000E+00  1.90631E-01  2.64001E-02  2.43423E-02  2.05771E-03 
 8.23500E+00  1.92178E-01  2.66771E-02  2.46194E-02  2.05771E-03 
 8.24000E+00  1.93733E-01  2.69549E-02  2.48972E-02  2.05771E-03 
 8.24500E+00  1.95295E-01  2.72332E-02  2.51755E-02  2.05771E-03 
 8.25000E+00  1.96860E-01  2.75113E-02  2.54536E-02  2.05771E-03 
 8.25500E+00  1.98429E-01  2.77891E-02  2.57314E-02  2.05771E-03 
 8.26000E+00  2.00000E-01  2.80663E-02  2.60086E-02  2.05771E-03 
 8.26500E+00  2.01571E-01  2.83425E-02  2.62848E-02  2.05771E-03 
 8.27000E+00  2.03140E-01  2.86173E-02  2.65596E-02  2.05771E-03 
 8.27500E+00  2.04705E-01  2.88903E-02  2.68326E-02  2.05771E-03 
 8.28000E+00  2.06267E-01  2.91615E-02  2.71038E-02  2.05771E-03 
 8.28500E+00  2.07822E-01  2.94304E-02  2.73727E-02  2.05771E-03 
 8.29000E+00  2.09369E-01  2.96966E-02  2.76389E-02  2.05771E-03 
 8.29500E+00  2.10907E-01  2.99599E-02  2.79022E-02  2.05771E-03 
 8.30000E+00  2.12434E-01  3.02201E-02  2.81624E-02  2.05771E-03 
 8.30500E+00  2.13950E-01  3.04771E-02  2.84194E-02  2.05771E-03 
 8.31000E+00  2.15451E-01  3.07302E-02  2.86725E-02  2.05771E-03 
 8.31500E+00  2.16937E-01  3.09794E-02  2.89217E-02  2.05771E-03 
 8.32000E+00  2.18406E-01  3.12244E-02  2.91667E-02  2.05771E-03 
 8.32500E+00  2.19857E-01  3.14651E-02  2.94074E-02  2.05771E-03 
 8.33000E+00  2.21289E-01  3.17013E-02  2.96436E-02  2.05771E-03 
 8.33500E+00  2.22700E-01  3.19327E-02  2.98750E-02  2.05771E-03 
 8.34000E+00  2.24088E-01  3.21590E-02  3.01013E-02  2.05771E-03 
 8.34500E+00  2.25452E-01  3.23801E-02  3.03224E-02  2.05771E-03 
 8.35000E+00  2.26791E-01  3.25959E-02  3.05382E-02  2.05771E-03 
 8.35500E+00  2.28104E-01  3.28063E-02  3.07486E-02  2.05771E-03 
 8.36000E+00  2.29389E-01  3.30111E-02  3.09534E-02  2.05771E-03 
 8.36500E+00  2.30645E-01  3.32100E-02  3.11523E-02  2.05771E-03 
 8.37000E+00  2.31871E-01  3.34031E-02  3.13454E-02  2.05771E-03 
 8.37500E+00  2.33066E-01  3.35903E-02  3.15326E-02  2.05771E-03 
 8.38000E+00  2.34227E-01  3.37711E-02  3.17134E-02  2.05771E-03 
 8.38500E+00  2.35355E-01  3.39459E-02  3.18882E-02  2.05771E-03 
 8.39000E+00  2.36448E-01  3.41143E-02  3.20566E-02  2.05771E-03 
 8.39500E+00  2.37506E-01  3.42765E-02  3.22187E-02  2.05771E-03 
 8.40000E+00  2.38526E-01  3.44320E-02  3.23743E-02  2.05771E-03 
 8.40500E+00  2.39508E-01  3.45810E-02  3.25233E-02  2.05771E-03 
 8.41000E+00  2.40451E-01  3.47234E-02  3.26657E-02  2.05771E-03 
 8.41500E+00  2.41354E-01  3.48592E-02  3.28015E-02  2.05771E-03 
 8.42000E+00  2.42216E-01  3.49882E-02  3.29305E-02  2.05771E-03 
 8.42500E+00  2.43037E-01  3.51105E-02  3.30528E-02  2.05771E-03 
 8.43000E+00  2.43815E-01  3.52260E-02  3.31683E-02  2.05771E-03 
 8.43500E+00  2.44550E-01  3.53347E-02  3.32770E-02  2.05771E-03 
 8.44000E+00  2.45241E-01  3.54366E-02  3.33789E-02  2.05771E-03 
 8.44500E+00  2.45888E-01  3.55316E-02  3.34739E-02  2.05771E-03 
 8.45000E+00  2.46489E-01  3.56196E-02  3.35619E-02  2.05771E-03 
 8.45500E+00  2.47044E-01  3.57007E-02  3.36430E-02  2.05771E-03 
 8.46000E+00  2.47553E-01  3.57749E-02  3.37172E-02  2.05771E-03 
 8.46500E+00  2.48015E-01  3.58422E-02  3.37845E-02  2.05771E-03 
 8.47000E+00  2.48429E-01  3.59023E-02  3.38446E-02  2.05771E-03 
 8.47500E+00  2.48796E-01  3.59556E-02  3.38979E-02  2.05771E-03 
 8.48000E+00  2.49114E-01  3.60018E-02  3.39441E-02  2.05771E-03 
 8.48500E+00  2.49384E-01  3.60410E-02  3.39833E-02  2.05771E-03 
 8.49000E+00  2.49606E-01  3.60734E-02  3.40157E-02  2.05771E-03 
 8.49500E+00  2.49778E-01  3.60985E-02  3.40408E-02  2.05771E-03 
 8.50000E+00  2.49901E-01  3.61167E-02  3.40590E-02  2.05771E-03 
 8.50500E+00  2.49975E-01  3.61279E-02  3.40702E-02  2.05771E-03 
 8.51000E+00  2.50000E-01  3.61321E-02  3.40744E-02  2.05771E-03 
 8.51500E+00  2.49975E-01  3.61292E-02  3.40715E-02  2.05771E-03 
 8.52000E+00  2.49901E-01  3.61193E-02  3.40616E-02  2.05771E-03 
 8.52500E+00  2.49778E-01  3.61025E-02  3.40448E-02  2.05771E-03 
 8.53000E+00  2.49606E-01  3.60786E-02  3.40209E-02  2.05771E-03 
 8.53500E+00  2.49384E-01  3.60476E-02  3.39899E-02  2.05771E-03 
 8.54000E+00  2.49114E-01  3.60097E-02  3.39520E-02  2.05771E-03 
 8.54500E+00  2.48796E-01  3.59648E-02  3.39071E-02  2.05771E-03 
 8.55000E+00  2.48429E-01  3.59129E-02  3.38552E-02  2.05771E-03 
 8.55500E+00  2.48015E-01  3.58540E-02  3.37963E-02  2.05771E-03 
 8.56000E+00  2.47553E-01  3.57882E-02  3.37305E-02  2.05771E-03 
 8.56500E+00  2.47044E-01  3.57153E-02  3.36576E-02  2.05771E-03 
 8.57000E+00  2.46489E-01  3.56356E-02  3.35779E-02  2.05771E-03 
 8.57500E+00  2.45888E-01  3.55490E-02  3.34913E-02  2.05771E-03 
 8.58000E+00  2.45241E-01  3.54553E-02  3.33976E-02  2.05771E-03 
 8.58500E+00  2.44550E-01  3.53549E-02  3.32972E-02  2.05771E-03 
 8.59000E+00  2.43815E-01  3.52476E-02  3.31899E-02  2.05771E-03 
 8.59500E+00  2.43037E-01  3.51336E-02  3.30759E-02  2.05771E-03 
 8.60000E+00  2.42216E-01  3.50127E-02  3.29550E-02  2.05771E-03 
 8.60500E+00  2.41354E-01  3.48852E-02  3.28275E-02  2.05771E-03 
 8.61000E+00  2.40451E-01  3.47510E-02  3.26933E-02  2.05771E-03 
 8.61500E+00  2.39508E-01  3.46102E-02  3.25524E-02  2.05771E-03 
 8.62000E+00  2.38526E-01  3.44627E-02  3.24050E-02  2.05771E-03 
 8.62500E+00  2.37506E-01  3.43088E-02  3.22511E-02  2.05771E-03 
 8.63000E+00  2.36448E-01  3.41483E-02  3.20906E-02  2.05771E-03 
 8.63500E+00  2.35355E-01  3.39815E-02  3.19238E-02  2.05771E-03 
 8.64000E+00  2.34227E-01  3.38085E-02  3.17508E-02  2.05771E-03 
 8.64500E+00  2.33066E-01  3.36294E-02  3.15717E-02  2.05771E-03 
 8.65000E+00  2.31871E-01  3.34441E-02  3.13863E-02  2.05771E-03 
 8.65500E+00  2.30645E-01  3.32528E-02  3.11951E-02  2.05771E-03 
 8.66000E+00  2.29389E-01  3.30557E-02  3.09980E-02  2.05771E-03 
 8.66500E+00  2.28104E-01  3.28529E-02  3.07952E-02  2.05771E-03 
 8.67000E+00  2.26791E-01  3.26445E-02  3.05868E-02  2.05771E-03 
 8.67500E+00  2.25452E-01  3.24307E-02  3.03730E-02  2.05771E-03 
 8.68000E+00  2.24088E-01  3.22117E-02  3.01540E-02  2.05771E-03 
 8.68500E+00  2.22700E-01  3.19875E-02  2.99298E-02  2.05771E-03 
 8.69000E+00  2.21289E-01  3.17583E-02  2.97006E-02  2.05771E-03 
 8.69500E+00  2.19857E-01  3.15244E-02  2.94667E-02  2.05771E-03 
 8.70000E+00  2.18406E-01  3.12860E-02  2.92283E-02  2.05771E-03 
 8.70500E+00  2.16937E-01  3.10434E-02  2.89856E-02  2.05771E-03 
 8.71000E+00  2.15451E-01  3.07966E-02  2.87389E-02  2.05771E-03 
 8.71500E+00  2.13950E-01  3.05460E-02  2.84883E-02  2.05771E-03 
 8.72000E+00  2.12434E-01  3.02916E-02  2.82339E-02  2.05771E-03 
 8.72500E+00  2.10907E-01  3.00340E-02  2.79763E-02  2.05771E-03 
 8.73000E+00  2.09369E-01  2.97734E-02  2.77157E-02  2.05771E-03 
 8.73500E+00  2.07822E-01  2.95099E-02  2.74522E-02  2.05771E-03 
 8.74000E+00  2.06267E-01  2.92439E-02  2.71862E-02  2.05771E-03 
 8.74500E+00  2.04705E-01  2.89756E-02  2.69179E-02  2.05771E-03 
 8.75000E+00  2.03140E-01  2.87056E-02  2.66479E-02  2.05771E-03 
 8.75500E+00  2.01571E-01  2.84339E-02  2.63761E-02  2.05771E-03 
 8.76000E+00  2.00000E-01  2.81608E-02  2.61030E-02  2.05771E-03 
 8.76500E+00  1.98429E-01  2.78867E-02  2.58290E-02  2.05771E-03 
 8.77000E+00  1.96860E-01  2.76121E-02  2.55544E-02  2.05771E-03 
 8.77500E+00  1.95295E-01  2.73374E-02  2.52797E-02  2.05771E-03 
 8.78000E+00  1.93733E-01  2.70624E-02  2.50047E-02  2.05771E-03 
 8.78500E+00  1.92178E-01  2.67880E-02  2.47303E-02  2.05771E-03 
 8.79000E+00  1.90631E-01  2.65144E-02  2.44567E-02  2.05771E-03 
 8.79500E+00  1.89093E-01  2.62418E-02  2.41841E-02  2.05771E-03 
 8.80000E+00  1.87566E-01  2.59707E-02  2.39130E-02  2.05771E-03 
 8.80500E+00  1.86050E-01  2.57012E-02  2.36435E-02  2.05771E-03 
 8.81000E+00  1.84549E-01  2.54341E-02  2.33763E-02  2.05771E-03 
 8.81500E+00  1.83063E-01  2.51693E-02  2.31116E-02  2.05771E-03 
 8.82000E+00  1.81594E-01  2.49075E-02  2.28497E-02  2.05771E-03 
 8.82500E+00  1.80143E-01  2.46487E-02  2.25910E-02  2.05771E-03 
 8.83000E+00  1.78711E-01  2.43933E-02  2.23356E-02  2.05771E-03 
 8.83500E+00  1.77300E-01  2.41417E-02  2.20840E-02  2.05771E-03 
 8.84000E+00  1.75912E-01  2.38943E-02  2.18366E-02  2.05771E-03 
 8.84500E+00  1.74548E-01  2.36514E-02  2.15937E-02  2.05771E-03 
 8.85000E+00  1.73209E-01  2.34131E-02  2.13554E-02  2.05771E-03 
 8.85500E+00  1.71896E-01  2.31797E-02  2.11220E-02  2.05771E-03 
 8.86000E+00  1.70611E-01  2.29516E-02  2.08939E-02  2.05771E-03 
 8.86500E+00  1.69355E-01  2.27290E-02  2.06712E-02  2.05771E-03 
 8.87000E+00  1.68129E-01  2.25120E-02  2.04543E-02  2.05771E-03 
 8.87500E+00  1.66934E-01  2.23010E-02  2.02433E-02  2.05771E-03 
 8.88000E+00  1.65773E-01  2.20964E-02  2.00387E-02  2.05771E-03 
 8.88500E+00  1.64645E-01  2.18981E-02  1.98404E-02  2.05771E-03 
 8.89000E+00  1.63552E-01  2.17064E-02  1.96487E-02  2.05771E-03 
 8.89500E+00  1.62494E-01  2.15213E-02  1.94636E-02  2.05771E-03 
 8.90000E+00  1.61474E-01  2.13434E-02  1.92857E-02  2.05771E-03 
 8.90500E+00  1.60492E-01  2.11725E-02  1.91148E-02  2.05771E-03 
 8.91000E+00  1.59549E-01  2.10089E-02  1.89511E-02  2.05771E-03 
 8.91500E+00  1.58646E-01  2.08526E-02  1.87949E-02  2.05771E-03 
 8.92000E+00  1.57784E-01  2.07039E-02  1.86462E-02  2.05771E-03 
 8.92500E+00  1.56963E-01  2.05626E-02  1.85049E-02  2.05771E-03 
 8.93000E+00  1.56185E-01  2.04291E-02  1.83714E-02  2.05771E-03 
 8.93500E+00  1.55450E-01  2.03034E-02  1.82457E-02  2.05771E-03 
 8.94000E+00  1.54759E-01  2.01855E-02  1.81277E-02  2.05771E-03 
 8.94500E+00  1.54112E-01  2.00753E-02  1.80176E-02  2.05771E-03 
 8.95000E+00  1.53511E-01  1.99733E-02  1.79156E-02  2.05771E-03 
 8.95500E+00  1.52956E-01  1.98793E-02  1.78216E-02  2.05771E-03 
 8.96000E+00  1.52447E-01  1.97933E-02  1.77356E-02  2.05771E-03 
 8.96500E+00  1.51985E-01  1.97154E-02  1.76577E-02  2.05771E-03 
 8.97000E+00  1.51571E-01  1.96458E-02  1.75881E-02  2.05771E-03 
 8.97500E+00  1.51204E-01  1.95841E-02  1.75264E-02  2.05771E-03 
 8.98000E+00  1.50886E-01  1.95308E-02  1.74730E-02  2.05771E-03 
 8.98500E+00  1.50616E-01  1.94855E-02  1.74278E-02  2.05771E-03 
 8.99000E+00  1.50394E-01  1.94483E-02  1.73906E-02  2.05771E-03 
 8.99500E+00  1.50222E-01  1.94196E-02  1.73619E-02  2.05771E-03 
 9.00000E+00  1.50099E-01  1.93990E-02  1.73413E-02  2.05771E-03 
 9.00500E+00  1.50025E-01  1.93866E-02  1.73289E-02  2.05771E-03 
 9.01000E+00  1.50000E-01  1.93823E-02  1.73246E-02  2.05771E-03 
 9.01500E+00  1.50025E-01  1.93864E-02  1.73287E-02  2.05771E-03 
 9.02000E+00  1.50099E-01  1.93987E-02  1.73410E-02  2.05771E-03 
 9.02500E+00  1.50222E-01  1.94192E-02  1.73615E-02  2.05771E-03 
 9.03000E+00  1.50394E-01  1.94478E-02  1.73901E-02  2.05771E-03 
 9.03500E+00  1.50616E-01  1.94849E-02  1.74272E-02  2.05771E-03 
 9.04000E+00  1.50886E-01  1.95300E-02  1.74723E-02  2.05771E-03 
 9.04500E+00  1.51204E-01  1.95833E-02  1.75256E-02  2.05771E-03 
 9.05000E+00  1.51571E-01  1.96449E-02  1.75871E-02  2.05771E-03 
 9.05500E+00  1.51985E-01  1.97145E-02  1.76567E-02  2.05771E-03 
 9.06000E+00  1.52447E-01  1.97923E-02  1.77346E-02  2.05771E-03 
 9.06500E+00  1.52956E-01  1.98782E-02  1.78205E-02  2.05771E-03 
 9.07000E+00  1.53511E-01  1.99722E-02  1.79145E-02  2.05771E-03 
 9.07500E+00  1.54112E-01  2.00742E-02  1.80165E-02  2.05771E-03 
 9.08000E+00  1.54759E-01  2.01843E-02  1.81266E-02  2.05771E-03 
 9.08500E+00  1.55450E-01  2.03023E-02  1.82446E-02  2.05771E-03 
 9.09000E+00  1.56185E-01  2.04281E-02  1.83704E-02  2.05771E-03 
 9.09500E+00  1.56963E-01  2.05616E-02  1.85039E-02  2.05771E-03 
 9.10000E+00  1.57784E-01  2.07030E-02  1.86453E-02  2.05771E-03 
 9.10500E+00  1.58646E-01  2.08518E-02  1.87941E-02  2.05771E-03 
 9.11000E+00  1.59549E-01  2.10082E-02  1.89505E-02  2.05771E-03 
 9.11500E+00  1.60492E-01  2.11720E-02  1.91143E-02  2.05771E-03 
 9.12000E+00  1.61474E-01  2.13430E-02  1.92853E-02  2.05771E-03 
 9.12500E+00  1.62494E-01  2.15212E-02  1.94635E-02  2.05771E-03 
 9.13000E+00  1.63552E-01  2.17065E-02  1.96488E-02  2.05771E-03 
 9.13500E+00  1.64645E-01  2.18985E-02  1.98408E-02  2.05771E-03 
 9.14000E+00  1.65773E-01  2.20970E-02  2.00393E-02  2.05771E-03 
 9.14500E+00  1.66934E-01  2.23019E-02  2.02442E-02  2.05771E-03 
 9.15000E+00  1.68129E-01  2.25132E-02  2.04555E-02  2.05771E-03 
 9.15500E+00  1.69355E-01  2.27305E-02  2.06727E-02  2.05771E-03 
 9.16000E+00  1.70611E-01  2.29534E-02  2.08957E-02  2.05771E-03 
 9.16500E+00  1.71896E-01  2.31819E-02  2.11242E-02  2.05771E-03 
 9.17000E+00  1.73209E-01  2.34157E-02  2.13580E-02  2.05771E-03 
 9.17500E+00  1.74548E-01  2.36543E-02  2.15966E-02  2.05771E-03 
 9.18000E+00  1.75912E-01  2.38977E-02  2.18400E-02  2.05771E-03 
 9.18500E+00  1.77300E-01  2.41455E-02  2.20878E-02  2.05771E-03 
 9.19000E+00  1.78711E-01  2.43976E-02  2.23399E-02  2.05771E-03 
 9.19500E+00  1.80143E-01  2.46534E-02  2.25957E-02  2.05771E-03 
 9.20000E+00  1.81594E-01  2.49127E-02  2.28550E-02  2.05771E-03 
 9.20500E+00  1.83063E-01  2.51750E-02  2.31173E-02  2.05771E-03 
 9.21000E+00  1.84549E-01  2.54402E-02  2.33825E-02  2.05771E-03 
 9.21500E+00  1.86050E-01  2.57079E-02  2.36502E-02  2.05771E-03 
 9.22000E+00  1.87566E-01  2.59779E-02  2.39202E-02  2.05771E-03 
 9.22500E+00  1.89093E-01  2.62495E-02  2.41918E-02  2.05771E-03 
 9.23000E+00  1.90631E-01  2.65226E-02  2.44649E-02  2.05771E-03 
 9.23500E+00  1.92178E-01  2.67968E-02  2.47391E-02  2.05771E-03 
 9.24000E+00  1.93733E-01  2.70718E-02  2.50141E-02  2.05771E-03 
 9.24500E+00  1.95295E-01  2.73473E-02  2.52896E-02  2.05771E-03 
 9.25000E+00  1.96860E-01  2.76226E-02  2.55649E-02  2.05771E-03 
 9.25500E+00  1.98429E-01  2.78978E-02  2.58400E-02  2.05771E-03 
 9.26000E+00  2.00000E-01  2.81724E-02  2.61147E-02  2.05771E-03 
 9.26500E+00  2.01571E-01  2.84461E-02  2.63884E-02  2.05771E-03 
 9.27000E+00  2.03140E-01  2.87184E-02  2.66607E-02  2.05771E-03 
 9.27500E+00  2.04705E-01  2.89890E-02  2.69313E-02  2.05771E-03 
 9.28000E+00  2.06267E-01  2.92579E-02  2.72002E-02  2.05771E-03 
 9.28500E+00  2.07822E-01  2.95245E-02  2.74668E-02  2.05771E-03 
 9.29000E+00  2.09369E-01  2.97886E-02  2.77309E-02  2.05771E-03 
 9.29500E+00  2.10907E-01  3.00499E-02  2.79921E-02  2.05771E-03 
 9.30000E+00  2.12434E-01  3.03080E-02  2.82503E-02  2.05771E-03 
 9.30500E+00  2.13950E-01  3.05631E-02  2.85053E-02  2.05771E-03 
 9.31000E+00  2.15451E-01  3.08143E-02  2.87566E-02  2.05771E-03 
 9.31500E+00  2.16937E-01  3.10617E-02  2.90040E-02  2.05771E-03 
 9.32000E+00  2.18406E-01  3.13050E-02  2.92473E-02  2.05771E-03 
 9.32500E+00  2.19857E-01  3.15440E-02  2.94863E-02  2.05771E-03 
 9.33000E+00  2.21289E-01  3.17786E-02  2.97209E-02  2.05771E-03 
 9.33500E+00  2.22700E-01  3.20085E-02  2.99507E-02  2.05771E-03 
 9.34000E+00  2.24088E-01  3.22333E-02  3.01756E-02  2.05771E-03 
 9.34500E+00  2.25452E-01  3.24530E-02  3.03953E-02  2.05771E-03 
 9.35000E+00  2.26791E-01  3.26675E-02  3.06098E-02  2.05771E-03 
 9.35500E+00  2.28104E-01  3.28766E-02  3.08189E-02  2.05771E-03 
 9.36000E+00  2.29389E-01  3.30801E-02  3.10224E-02  2.05771E-03 
 9.36500E+00  2.30645E-01  3.32779E-02  3.12202E-02  2.05771E-03 
 9.37000E+00  2.31871E-01  3.34700E-02  3.14122E-02  2.05771E-03 
 9.37500E+00  2.33066E-01  3.36561E-02  3.15984E-02  2.05771E-03 
 9.38000E+00  2.34227E-01  3.38359E-02  3.17782E-02  2.05771E-03 
 9.38500E+00  2.35355E-01  3.40097E-02  3.19520E-02  2.05771E-03 
 9.39000E+00  2.36448E-01  3.41772E-02  3.21195E-02  2.05771E-03 
 9.39500E+00  2.37506E-01  3.43386E-02  3.22808E-02  2.05771E-03 
 9.40000E+00  2.38526E-01  3.44933E-02  3.24356E-02  2.05771E-03 
 9.40500E+00  2.39508E-01  3.46416E-02  3.25839E-02  2.05771E-03 
 9.41000E+00  2.40451E-01  3.47833E-02  3.27256E-02  2.05771E-03 
 9.41500E+00  2.41354E-01  3.49184E-02  3.28606E-02  2.05771E-03 
 9.42000E+00  2.42216E-01  3.50467E-02  3.29890E-02  2.05771E-03 
 9.42500E+00  2.43037E-01  3.51685E-02  3.31108E-02  2.05771E-03 
 9.43000E+00  2.43815E-01  3.52835E-02  3.32257E-02  2.05771E-03 
 9.43500E+00  2.44550E-01  3.53916E-02  3.33339E-02  2.05771E-03 
 9.44000E+00  2.45241E-01  3.54930E-02  3.34353E-02  2.05771E-03 
 9.44500E+00  2.45888E-01  3.55876E-02  3.35299E-02  2.05771E-03 
 9.45000E+00  2.46489E-01  3.56753E-02  3.36175E-02  2.05771E-03 
 9.45500E+00  2.47044E-01  3.57560E-02  3.36983E-02  2.05771E-03 
 9.46000E+00  2.47553E-01  3.58298E-02  3.37721E-02  2.05771E-03 
 9.46500E+00  2.48015E-01  3.58967E-02  3.38390E-02  2.05771E-03 
 9.47000E+00  2.48429E-01  3.59566E-02  3.38989E-02  2.05771E-03 
 9.47500E+00  2.48796E-01  3.60097E-02  3.39520E-02  2.05771E-03 
 9.48000E+00  2.49114E-01  3.60556E-02  3.39979E-02  2.05771E-03 
 9.48500E+00  2.49384E-01  3.60947E-02  3.40370E-02  2.05771E-03 
 9.49000E+00  2.49606E-01  3.61268E-02  3.40691E-02  2.05771E-03 
 9.49500E+00  2.49778E-01  3.61519E-02  3.40942E-02  2.05771E-03 
 9.50000E+00  2.49901E-01  3.61699E-02  3.41122E-02  2.05771E-03 
 9.50500E+00  2.49975E-01  3.61810E-02  3.41233E-02  2.05771E-03 
 9.51000E+00  2.50000E-01  3.61852E-02  3.41275E-02  2.05771E-03 
 9.51500E+00  2.49975E-01  3.61823E-02  3.41246E-02  2.05771E-03 
 9.52000E+00  2.49901E-01  3.61724E-02  3.41147E-02  2.05771E-03 
 9.52500E+00  2.49778E-01  3.61555E-02  3.40978E-02  2.05771E-03 
 9.53000E+00  2.49606E-01  3.61317E-02  3.40740E-02  2.05771E-03 
 9.53500E+00  2.49384E-01  3.61008E-02  3.40431E-02  2.05771E-03 
 9.54000E+00  2.49114E-01  3.60630E-02  3.40053E-02  2.05771E-03 
 9.54500E+00  2.48796E-01  3.60183E-02  3.39605E-02  2.05771E-03 
 9.55000E+00  2.48429E-01  3.59665E-02  3.39087E-02  2.05771E-03 
 9.55500E+00  2.48015E-01  3.59078E-02  3.38501E-02  2.05771E-03 
 9.56000E+00  2.47553E-01  3.58422E-02  3.37845E-02  2.05771E-03 
 9.56500E+00  2.47044E-01  3.57696E-02  3.37119E-02  2.05771E-03 
 9.57000E+00  2.46489E-01  3.56901E-02  3.36324E-02  2.05771E-03 
 9.57500E+00  2.45888E-01  3.56038E-02  3.35461E-02  2.05771E-03 
 9.58000E+00  2.45241E-01  3.55105E-02  3.34528E-02  2.05771E-03 
 9.58500E+00  2.44550E-01  3.54105E-02  3.33527E-02  2.05771E-03 
 9.59000E+00  2.43815E-01  3.53036E-02  3.32459E-02  2.05771E-03 
 9.59500E+00  2.43037E-01  3.51900E-02  3.31323E-02  2.05771E-03 
 9.60000E+00  2.42216E-01  3.50696E-02  3.30119E-02  2.05771E-03 
 9.60500E+00  2.41354E-01  3.49426E-02  3.28849E-02  2.05771E-03 
 9.61000E+00  2.40451E-01  3.48090E-02  3.27513E-02  2.05771E-03 
 9.61500E+00  2.39508E-01  3.46687E-02  3.26110E-02  2.05771E-03 
 9.62000E+00  2.38526E-01  3.45219E-02  3.24642E-02  2.05771E-03 
 9.62500E+00  2.37506E-01  3.43687E-02  3.23110E-02  2.05771E-03 
 9.63000E+00  2.36448E-01  3.42089E-02  3.21512E-02  2.05771E-03 
 9.63500E+00  2.35355E-01  3.40429E-02  3.19852E-02  2.05771E-03 
 9.64000E+00  2.34227E-01  3.38707E-02  3.18130E-02  2.05771E-03 
 9.64500E+00  2.33066E-01  3.36925E-02  3.16348E-02  2.05771E-03 
 9.65000E+00  2.31871E-01  3.35080E-02  3.14503E-02  2.05771E-03 
 9.65500E+00  2.30645E-01  3.33177E-02  3.12600E-02  2.05771E-03 
 9.66000E+00  2.29389E-01  3.31217E-02  3.10640E-02  2.05771E-03 
 9.66500E+00  2.28104E-01  3.29200E-02  3.08622E-02  2.05771E-03 
 9.67000E+00  2.26791E-01  3.27127E-02  3.06550E-02  2.05771E-03 
 9.67500E+00  2.25452E-01  3.25001E-02  3.04424E-02  2.05771E-03 
 9.68000E+00  2.24088E-01  3.22823E-02  3.02246E-02  2.05771E-03 
 9.68500E+00  2.22700E-01  3.20594E-02  3.00017E-02  2.05771E-03 
 9.69000E+00  2.21289E-01  3.18316E-02  2.97739E-02  2.05771E-03 
 9.69500E+00  2.19857E-01  3.15991E-02  2.95414E-02  2.05771E-03 
 9.70000E+00  2.18406E-01  3.13622E-02  2.93045E-02  2.05771E-03 
 9.70500E+00  2.16937E-01  3.11211E-02  2.90634E-02  2.05771E-03 
 9.71000E+00  2.15451E-01  3.08760E-02  2.88183E-02  2.05771E-03 
 9.71500E+00  2.13950E-01  3.06271E-02  2.85694E-02  2.05771E-03 
 9.72000E+00  2.12434E-01  3.03744E-02  2.83167E-02  2.05771E-03 
 9.72500E+00  2.10907E-01  3.01187E-02  2.80610E-02  2.05771E-03 
 9.73000E+00  2.09369E-01  2.98599E-02  2.78022E-02  2.05771E-03 
 9.73500E+00  2.07822E-01  2.95984E-02  2.75407E-02  2.05771E-03 
 9.74000E+00  2.06267E-01  2.93344E-02  2.72767E-02  2.05771E-03 
 9.74500E+00  2.04705E-01  2.90682E-02  2.70105E-02  2.05771E-03 
 9.75000E+00  2.03140E-01  2.88003E-02  2.67426E-02  2.05771E-03 
 9.75500E+00  2.01571E-01  2.85308E-02  2.64731E-02  2.05771E-03 
 9.76000E+00  2.00000E-01  2.82600E-02  2.62023E-02  2.05771E-03 
 9.76500E+00  1.98429E-01  2.79883E-02  2.59305E-02  2.05771E-03 
 9.77000E+00  1.96860E-01  2.77161E-02  2.56583E-02  2.05771E-03 
 9.77500E+00  1.95295E-01  2.74438E-02  2.53861E-02  2.05771E-03 
 9.78000E+00  1.93733E-01  2.71713E-02  2.51136E-02  2.05771E-03 
 9.78500E+00  1.92178E-01  2.68995E-02  2.48418E-02  2.05771E-03 
 9.79000E+00  1.90631E-01  2.66285E-02  2.45708E-02  2.05771E-03 
 9.79500E+00  1.89093E-01  2.63586E-02  2.43009E-02  2.05771E-03 
